"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"# Wednesday"|"250"|"Fast Food,Chinese,North Indian"|"Kanpur"|"Keshavpuram"|"https://www.zomato.com/kanpur/wednesday-keshavpuram/info"|"30"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.4"|"26"
"Real Bombay Bhelpuri"|"300"|"Burger,Chinese,Pizza,Sandwich"|"Kanpur"|"Swaroop Nagar"|"https://www.zomato.com/kanpur/real-bombay-bhelpuri-swaroop-nagar/info"|"30"|"Quick Bites"|"12noon to 12midnight(Mon-Sun)"|"Good"|"3.7"|"58"
"Sri Vindhyawasini Sweets & Restaurant"|"300"|"Fast Food"|"Kanpur"|"Jajmau"|"https://www.zomato.com/kanpur/sri-vindhyawasini-sweets-restaurant-jajmau/info"|"30"|"Quick Bites"|"1130am to 11pm(Mon-Sun)"|"Average"|"3.3"|"38"
"Kababji"|"300"|"North Indian,Kebab"|"Kanpur"|"Kanpur Cantt"|"https://www.zomato.com/kanpur/kababji-kanpur-cantt/info"|"30"|"Quick Bites"|"4pm to 11pm(Mon-Sun)"|"Good"|"3.9"|"52"
"Jee Sahab"|"500"|"North Indian"|"Kanpur"|"Vijay Nagar"|"https://www.zomato.com/kanpur/jee-sahab-vijay-nagar/info"|"30"|"Casual Dining"|"11am to 4pm,7pm to 11pm(Mon-Sun)"|"Good"|"3.7"|"68"
"Rahul Sweets And Restaurant"|"300"|"North Indian"|"Kanpur"|"Shastri Nagar"|"https://www.zomato.com/kanpur/rahul-sweets-and-restaurant-shastri-nagar/info"|"30"|"Quick Bites"|"11am to 4pm,7pm to 11pm(Mon-Sun)"|"Good"|"3.6"|"79"
"Gravity 360 Degreeze"|"1500"|"Finger Food,Fast Food"|"Kanpur"|"Fazalganj"|"https://www.zomato.com/kanpur/gravity-360-degreeze-fazalganj/info"|"30"|"Lounge"|"6pm to 11pm(Mon-Sun)"|"Average"|"3.1"|"80"
"Veg Point"|"100"|"North Indian"|"Kanpur"|"Kakadeo"|"https://www.zomato.com/kanpur/veg-point-1-kakadeo/info"|"30"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Good"|"3.5"|"28"
"Krishna Palace"|"300"|"North Indian,South Indian,Chinese"|"Kanpur"|"Birhana Road"|"https://www.zomato.com/kanpur/krishna-palace-birhana-road/info"|"30"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"2.8"|"92"
"AL- Baik.Com"|"300"|"Fast Food,Burger,Beverages"|"Kanpur"|"Nandlal Chawraha"|"https://www.zomato.com/kanpur/al-baik-com-nandlal-chawraha/info"|"30"|"Quick Bites"|"2pm to 11pm(Mon-Sun)"|"Good"|"3.8"|"56"
"Vardaan mutton corner"|"400"|"North Indian"|"Kanpur"|"Swaroop Nagar"|"https://www.zomato.com/kanpur/vardaan-mutton-corner-swaroop-nagar/info"|"30"|"Quick Bites"|"3pm to 12midnight(Mon-Sun)"|"Good"|"3.8"|"42"
"Arinoma Julia"|"250"|"North Indian"|"Kanpur"|"Ratan lal Nagar"|"https://www.zomato.com/kanpur/arinoma-julia-1-ratan-lal-nagar/info"|"30"|"Quick Bites"|"4pm to 1130pm(Mon,Wed,Thu,Fri,Sat,Sun)..."|"Good"|"3.7"|"39"
"Tadka - The Food Cafe"|"400"|"North Indian,Chinese,South Indian"|"Kanpur"|"Barra"|"https://www.zomato.com/kanpur/tadka-the-food-cafe-barra/info"|"30"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"3.4"|"33"
"Hatrick The Sports Bar"|"500"|"Finger Food"|"Kanpur"|"Swaroop Nagar"|"https://www.zomato.com/kanpur/hatrick-the-sports-bar-swaroop-nagar/info"|"30"|"Casual Dining"|"1230pm to 12midnight(Mon-Sun)"|"Very Good"|"4.0"|"21"
"Freezing Hub"|"300"|"Ice Cream,Desserts"|"Kanpur"|"Govindpuri"|"https://www.zomato.com/kanpur/freezing-hub-govindpuri/info"|"30"|"Dessert Parlor"|"1230pm to 12midnight(Mon-Sun)"|"Good"|"3.5"|"55"
