"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Gururaj Chinese Corner"|"200"|"Chinese,Fast Food"|"Nashik"|"Parijat Nagar"|"https://www.zomato.com/nashik/gururaj-chinese-corner-parijat-nagar/info"|"22"|"Quick Bites"|"3pm to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Y Not Cafe"|"400"|"Fast Food"|"Nashik"|"Panchavati"|"https://www.zomato.com/nashik/y-not-cafe-panchavati/info"|"22"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Garden MIsal"|"300"|"Fast Food"|"Nashik"|"Panchavati"|"https://www.zomato.com/nashik/garden-misal-panchavati/info"|"22"|"Quick Bites"|"8am to 330pm(Mon-Sun)"|"Average"|"3.1"|"4"
"Creme House"|"200"|"Bakery,Desserts"|"Nashik"|"Parijat Nagar"|"https://www.zomato.com/nashik/creme-house-parijat-nagar/info"|"22"|"Bakery"|"10am to 10pm(Mon-Sun)"|"Average"|"3.1"|"5"
"Momo's Center"|"200"|"Momos"|"Nashik"|"Parijat Nagar"|"https://www.zomato.com/nashik/momos-center-parijat-nagar/info"|"22"|"none"|"530pm to 10pm(Mon-Sun)"|"Average"|"3.0"|"4"
"Morepiece Mastani House"|"200"|"Fast Food"|"Nashik"|"Sharanpur"|"https://www.zomato.com/nashik/morepiece-mastani-house-sharanpur/info"|"22"|"none"|"11am to 10pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Regal Cafe"|"250"|"Fast Food"|"Nashik"|"Nashik Road"|"https://www.zomato.com/nashik/regal-cafe-nashik-road-nasik/info"|"22"|"Café"|"9am to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Hotel Kitchen Hutt"|"300"|"North Indian,Chinese"|"Nashik"|"Nashik Road"|"https://www.zomato.com/nashik/hotel-kitchen-hutt-nashik-road-nasik/info"|"22"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Thick Magic"|"250"|"Beverages,Healthy Food"|"Nashik"|"College Road"|"https://www.zomato.com/nashik/thick-magic-college-road/info"|"22"|"Beverage Shop"|"11am to 11pm(Mon-Sun)"|"Very Good"|"4.2"|"61"
"Devendra Pavbhaji and Pulav Cente"|"200"|"Fast Food"|"Nashik"|"Nashik Road"|"https://www.zomato.com/nashik/devendra-pavbhaji-and-pulav-cente-nashik-road-nasik/info"|"22"|"Quick Bites"|"6pm to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Kekiz The Cake Shop"|"400"|"Desserts"|"Nashik"|"Sharanpur"|"https://www.zomato.com/nashik/kekiz-the-cake-shop-sharanpur/info"|"22"|"Bakery"|"9am to 1030pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Hotel Jai Malhar"|"300"|"North Indian"|"Nashik"|"Panchavati"|"https://www.zomato.com/nashik/hotel-jai-malhar-panchavati/info"|"22"|"Quick Bites"|"7am to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"VHS Brosss Cake Shoppe"|"350"|"Bakery"|"Nashik"|"Panchavati"|"https://www.zomato.com/nashik/vhs-brosss-cake-shoppe-panchavati/info"|"22"|"Bakery"|"10am to 10pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Sipper's Choice Cafe"|"250"|"Fast Food,Italian,Mexican"|"Nashik"|"College Road"|"https://www.zomato.com/nashik/sippers-choice-cafe-college-road/info"|"22"|"Quick Bites"|"8am to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Mirchi Cafe Pure Veg Restaurant"|"500"|"North Indian,Fast Food"|"Nashik"|"Sharanpur"|"https://www.zomato.com/nashik/mirchi-cafe-pure-veg-restaurant-sharanpur/info"|"22"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
