"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Saoji Khamang"|"400"|"Maharashtrian"|"Pune"|"Baner"|"https://www.zomato.com/pune/saoji-khamang-baner/info"|"45"|"Casual Dining"|"Closed(Mon),11am to 3pm,7pm to 11pm(Tue-Sun)"|"Very Good"|"4.0"|"28"
"Bhadait Misal"|"150"|"Street Food"|"Pune"|"Erandwane"|"https://www.zomato.com/pune/bhadait-misal-1-erandwane/info"|"45"|"none"|"8am to 4pm(Mon-Sun)"|"Very Good"|"4.2"|"305"
"Dorje & The Bell"|"400"|"Chinese,Continental,Tibetan,Asian,Fast Food"|"Pune"|"Pimple Nilakh"|"https://www.zomato.com/pune/dorje-the-bell-pimple-nilakh/info"|"45"|"Quick Bites"|"11am to 3pm,6pm to 1030pm(Mon,Tue,Fri,Sat..."|"Very Good"|"4.4"|"322"
"Khichadiwala"|"300"|"North Indian"|"Pune"|"Kharadi"|"https://www.zomato.com/pune/khichadiwala-kharadi/info"|"45"|"Quick Bites"|"121pm to 11pm(Mon-Sat),122pm to 11pm(Sun)"|"Good"|"3.8"|"51"
"Wok Express"|"700"|"Chinese,Asian,Thai,Beverages"|"Pune"|"Phoenix Market City-- Viman Nagar"|"https://www.zomato.com/pune/wok-express-viman-nagar/info"|"45"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Good"|"3.8"|"208"
"Karolbaug The Dhaba"|"900"|"North Indian,Mughlai,Chinese,Seafood"|"Pune"|"Hinjawadi"|"https://www.zomato.com/pune/karolbaug-the-dhaba-hinjawadi/info"|"45"|"Casual Dining"|"11am to 3pm,7pm to 11pm(Mon-Sun)"|"Good"|"3.9"|"1098"
"Two Sticks"|"800"|"Chinese,Thai,Japanese,Tibetan"|"Pune"|"Balewadi"|"https://www.zomato.com/pune/two-sticks-balewadi/info"|"45"|"Casual Dining"|"1130am to 3pm,630pm to 11pm(Mon-Sun)"|"Very Good"|"4.2"|"574"
"Cafe Samosa Corner"|"100"|"Street Food"|"Pune"|"Kondhwa"|"https://www.zomato.com/pune/cafe-samosa-corner-kondhwa/info"|"45"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"Very Good"|"4.2"|"149"
"Daisy Dozen by AK"|"500"|"Cafe,Italian"|"Pune"|"Kharadi"|"https://www.zomato.com/pune/daisy-dozen-by-ak-kharadi/info"|"45"|"Café"|"10am to 10pm(Mon-Sun)"|"Very Good"|"4.0"|"87"
"Misal Cafe"|"200"|"Maharashtrian"|"Pune"|"Pimple Nilakh"|"https://www.zomato.com/pune/misal-cafe-pimple-nilakh/info"|"45"|"Quick Bites"|"8am to 3pm(Mon),8am to 9pm(Tue-Sun)"|"Very Good"|"4.1"|"204"
"KGN Xprs"|"300"|"Mughlai"|"Pune"|"Hinjawadi"|"https://www.zomato.com/pune/kgn-xprs-hinjawadi/info"|"45"|"Quick Bites"|"12noon to 1130pm(Mon-Sun)"|"Good"|"3.5"|"39"
"Sai Kok-pa Chinese"|"400"|"Chinese"|"Pune"|"Baner"|"https://www.zomato.com/pune/sai-kok-pa-chinese-baner/info"|"45"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Good"|"3.5"|"187"
"Hotel Sinhgad Shahi"|"500"|"Maharashtrian"|"Pune"|"Narhe"|"https://www.zomato.com/pune/hotel-sinhgad-shahi-narhe/info"|"45"|"Casual Dining"|"12noon to 330pm,7pm to 1130pm(Mon-Sun)"|"Good"|"3.6"|"65"
"Mooie Bar and Eatery"|"1300"|"Modern Indian,Asian,Continental,Sandwich,Italian,Desserts"|"Pune"|"Wakad"|"https://www.zomato.com/pune/mooie-bar-and-eatery-wakad/info"|"45"|"Casual Dining"|"12noon to 11pm(Mon-Sun)"|"Excellent"|"4.5"|"246"
"Up and Above"|"1750"|"North Indian,Continental,Seafood,Chinese"|"Pune"|"Bavdhan"|"https://www.zomato.com/pune/up-and-above-bavdhan/info"|"45"|"Bar"|"1130am to 1230AM(Mon-Sun)"|"Poor"|"2.3"|"445"
