"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Food Zone"|"400"|"Fast Food,Street Food,Beverages,Desserts"|"Ahmedabad"|"Ellis Bridge"|"https://www.zomato.com/ahmedabad/food-zone-ellis-bridge/info"|"107"|"Quick Bites"|"10am to 9pm(Mon-Sun)"|"Average"|"3.0"|"4"
"Siddhi Vinayak Fast Food"|"300"|"Fast Food,Street Food"|"Ahmedabad"|"Paldi"|"https://www.zomato.com/ahmedabad/siddhi-vinayak-fast-food-paldi/info"|"107"|"Quick Bites"|"6pm to 11pm(Mon-Sun)"|"Average"|"3.1"|"6"
"Maharaja Restaurant"|"400"|"Gujarati,Rajasthani"|"Ahmedabad"|"Ashram Road"|"https://www.zomato.com/ahmedabad/maharaja-restaurant-ashram-road/info"|"107"|"Quick Bites"|"10am to 3pm,7pm to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Bhavnagari Sweet Mart"|"300"|"Mithai"|"Ahmedabad"|"Bodakdev"|"https://www.zomato.com/ahmedabad/bhavnagari-sweet-mart-bodakdev/info"|"107"|"Sweet Shop"|"7am to 10pm(Mon-Sun)"|"Average"|"3.1"|"5"
"Milan Chavana and Sweet Mart"|"300"|"Mithai"|"Ahmedabad"|"Chandkheda"|"https://www.zomato.com/ahmedabad/milan-chavana-and-sweet-mart-chandkheda/info"|"107"|"Sweet Shop"|"7am to 11pm(Mon-Sun)"|"Average"|"3.1"|"4"
"Green Blood Juice Center"|"100"|"Juices,Beverages,Healthy Food"|"Ahmedabad"|"Satellite"|"https://www.zomato.com/ahmedabad/green-blood-juice-center-satellite/info"|"107"|"Quick Bites"|"6am to 10am,6pm to 9pm(Mon-Sun)"|"Not rated"|"-"|"-"
"TWB Pizza Baker"|"500"|"Pizza"|"Ahmedabad"|"Satellite"|"https://www.zomato.com/ahmedabad/twb-pizza-baker-satellite/info"|"107"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"2.9"|"4"
"La Foodies Paradise"|"500"|"Fast Food,Beverages"|"Ahmedabad"|"Airport Gandhinagar Highway"|"https://www.zomato.com/ahmedabad/la-foodies-paradise-1-airport-gandhinagar-highway-gandhinagar/info"|"107"|"none"|"11am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Crazy Guys"|"400"|"Cafe"|"Ahmedabad"|"Bopal"|"https://www.zomato.com/ahmedabad/crazy-guys-bopal/info"|"107"|"Café"|"11am to 11pm(Mon-Sun)"|"Average"|"3.0"|"5"
"Santrupti"|"800"|"North Indian,Chinese,Continental"|"Ahmedabad"|"Ashram Road"|"https://www.zomato.com/ahmedabad/santrupti-ashram-road/info"|"107"|"Casual Dining"|"7am to 11pm(Mon-Sun)"|"Average"|"2.9"|"4"
"Kitchen Xpress"|"300"|"North Indian,Chinese"|"Ahmedabad"|"Prahlad Nagar"|"https://www.zomato.com/ahmedabad/kitchen-xpress-prahlad-nagar/info"|"107"|"none"|"11am to 11pm(Mon-Sun)"|"Average"|"3.0"|"6"
"Hiral dabeli $vadapav"|"150"|"Pizza,Burger,Sandwich,Street Food"|"Ahmedabad"|"Ghatlodia"|"https://www.zomato.com/ahmedabad/hiral-dabeli-vadapav-ghatlodia/info"|"107"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Jay Arbuda Fast Food"|"250"|"Fast Food"|"Ahmedabad"|"Nikol"|"https://www.zomato.com/ahmedabad/jay-arbuda-fast-food-nikol/info"|"107"|"Quick Bites"|"10am to 1030pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Jay Shiv Shambhu Snacks & Cold Coffee Bar"|"300"|"Fast Food,Street Food,Beverages"|"Ahmedabad"|"C G Road"|"https://www.zomato.com/ahmedabad/jay-shiv-shambhu-snacks-cold-coffee-bar-1-c-g-road/info"|"107"|"Quick Bites"|"8am to 9pm(Mon-Sun)"|"Average"|"2.9"|"4"
"Neelam Sandwich & Pizza"|"300"|"Fast Food"|"Ahmedabad"|"Navrangpura"|"https://www.zomato.com/ahmedabad/neelam-sandwich-pizza-navrangpura/info"|"107"|"Quick Bites"|"11am to 3am(Mon-Sun)"|"Good"|"3.7"|"113"
