"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Goli Vada Pav"|"200"|"Street Food"|"Aurangabad"|"Usmanpura"|"https://www.zomato.com/aurangabad/goli-vada-pav-usmanpura/info"|"7"|"Quick Bites"|"930am to 930pm(Mon-Sun)"|"Good"|"3.5"|"144"
"National Hyderabadi Dum Biryani"|"250"|"Biryani,North Indian"|"Aurangabad"|"Shahgunj"|"https://www.zomato.com/aurangabad/national-hyderabadi-dum-biryani-shahgunj/info"|"7"|"Quick Bites"|"10am to 12midnight(Mon-Sun)"|"Good"|"3.9"|"77"
"Udupi Shrikrishna Veg Restaurant"|"200"|"North Indian"|"Aurangabad"|"Nyay Nagar"|"https://www.zomato.com/aurangabad/udupi-shrikrishna-veg-restaurant-nyay-nagar/info"|"7"|"Quick Bites"|"9am to 11pm(Mon-Sun)"|"Very Good"|"4.0"|"51"
"New Maratha Hotel"|"600"|"North Indian,Maharashtrian"|"Aurangabad"|"Gulmandi"|"https://www.zomato.com/aurangabad/new-maratha-hotel-gulmandi/info"|"7"|"Casual Dining"|"8am to 1030pm(Mon-Sun)"|"Very Good"|"4.1"|"132"
"Sai Panchavati Pav Bhaji and Pulav Center"|"250"|"Street Food"|"Aurangabad"|"Sindhi Colony"|"https://www.zomato.com/aurangabad/sai-panchavati-pav-bhaji-and-pulav-center-sindhi-colony/info"|"7"|"Quick Bites"|"1030am to 11pm(Mon-Sun)"|"Good"|"3.9"|"68"
"Chinese Corner"|"500"|"Chinese"|"Aurangabad"|"Nirala Bazar"|"https://www.zomato.com/aurangabad/chinese-corner-nirala-bazar/info"|"7"|"Quick Bites"|"12noon to 11pm(Mon-Sun)"|"Very Good"|"4.0"|"103"
"Baker's Lounge"|"500"|"Italian,Continental,Fast Food"|"Aurangabad"|"CIDCO"|"https://www.zomato.com/aurangabad/bakers-lounge-cidco/info"|"7"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"3.0"|"87"
"KA Lounge"|"1200"|"North Indian,Continental"|"Aurangabad"|"Akashwani"|"https://www.zomato.com/aurangabad/ka-lounge-3-akashwani/info"|"7"|"Lounge"|"1130am to 1230AM(Mon-Sun)"|"Very Good"|"4.0"|"85"
"Devpriya Veg Restaurant"|"400"|"South Indian,North Indian,Chinese"|"Aurangabad"|"Nirala Bazar"|"https://www.zomato.com/aurangabad/devpriya-veg-restaurant-nirala-bazar/info"|"7"|"Casual Dining"|"8am to 1130pm(Mon-Sun)"|"Good"|"3.9"|"71"
"Revelry The Cake House"|"350"|"Desserts"|"Aurangabad"|"Nirala Bazar"|"https://www.zomato.com/aurangabad/revelry-the-cake-house-nirala-bazar/info"|"7"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"Very Good"|"4.0"|"85"
"YumWich"|"350"|"Fast Food,Beverages"|"Aurangabad"|"CIDCO"|"https://www.zomato.com/aurangabad/yumwich-1-cidco/info"|"7"|"Quick Bites"|"1030am to 1130pm(Mon-Sun)"|"Very Good"|"4.3"|"98"
"Yo-China Chinese Fast Food"|"300"|"Chinese"|"Aurangabad"|"Nirala Bazar"|"https://www.zomato.com/aurangabad/yo-china-chinese-fast-food-nirala-bazar/info"|"7"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Good"|"3.6"|"46"
"Aaswad Pure Veg"|"350"|"North Indian,Fast Food,Maharashtrian"|"Aurangabad"|"Nirala Bazar"|"https://www.zomato.com/aurangabad/aaswad-pure-veg-nirala-bazar/info"|"7"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Good"|"3.9"|"78"
"Kozy Fine Dine"|"800"|"North Indian,Chinese"|"Aurangabad"|"Usmanpura"|"https://www.zomato.com/aurangabad/kozy-fine-dine-usmanpura/info"|"7"|"Casual Dining"|"1230pm to 11pm(Mon-Sun)"|"Very Good"|"4.0"|"89"
"Angeethi Restaurant"|"600"|"North Indian,Chinese"|"Aurangabad"|"CIDCO"|"https://www.zomato.com/aurangabad/angeethi-restaurant-cidco/info"|"7"|"Casual Dining"|"11am to 4pm,7pm to 11pm(Mon-Sun)"|"Good"|"3.9"|"103"
