"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Shree Adinath Sweets"|"100"|"Mithai,Fast Food"|"Gwalior"|"Shinde Ki Chhawani"|"https://www.zomato.com/gwalior/shree-adinath-sweets-shinde-ki-chhawani/info"|"30"|"Sweet Shop"|"11am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Hotel Celebration Inn"|"450"|"North Indian,South Indian,Chinese,Continental"|"Gwalior"|"Thatipur"|"https://www.zomato.com/gwalior/hotel-celebration-inn-thatipur/info"|"30"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"3.1"|"5"
"Pooja Di Rasoi"|"200"|"North Indian"|"Gwalior"|"City Center"|"https://www.zomato.com/gwalior/pooja-di-rasoi-city-center/info"|"30"|"Bhojanalya"|"9am to 1030pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Masala Kraft"|"800"|""|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/masala-kraft-lashkar/info"|"30"|"Casual Dining"|"10am to 1130pm(Mon-Sun)"|"Average"|"3.0"|"8"
"The High Street"|"250"|"Fast Food"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/the-high-street-lashkar/info"|"30"|"Quick Bites"|"4pm to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Sita Manor Restaurant"|"550"|"North Indian,Chinese"|"Gwalior"|"Naya Bazaar"|"https://www.zomato.com/gwalior/sita-manor-restaurant-naya-bazaar/info"|"30"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"3.0"|"9"
"Muskan Restaurant"|"300"|"North Indian"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/muskan-restaurant-lashkar/info"|"30"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Shere Hind Hotel"|"300"|"North Indian"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/shere-hind-hotel-lashkar/info"|"30"|"Dhaba"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"7"
"JV Eggs"|"100"|"Sandwich,Fast Food"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/jv-eggs-lashkar/info"|"30"|"Quick Bites"|"6pm to 11pm(Mon-Sun)"|"Average"|"3.3"|"11"
"Braj Ki Rasoi"|"400"|"North Indian"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/braj-ki-rasoi-lashkar/info"|"30"|"Bhojanalya"|"9am to 11pm(Mon-Sun)"|"Average"|"3.3"|"8"
"Shree ji Family Restaurant"|"200"|"North Indian,Chinese,Fast Food"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/shree-ji-family-restaurant-lashkar/info"|"30"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"The Heritage Kitchen - Fragrance Of Food"|"250"|"North Indian"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/the-heritage-kitchen-fragrance-of-food-lashkar/info"|"30"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Minions Cafe"|"200"|"Cafe,Fast Food"|"Gwalior"|"City Center"|"https://www.zomato.com/gwalior/minions-cafe-city-center/info"|"30"|"Café"|"11am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"DHM & ROLLS"|"100"|"Chinese,Fast Food"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/dhm-rolls-lashkar/info"|"30"|"Quick Bites"|"6pm to 1030pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Wake Up Cafe"|"200"|"Fast Food"|"Gwalior"|"City Center"|"https://www.zomato.com/gwalior/wake-up-cafe-city-center/info"|"30"|"Café"|"10am to 1030pm(Mon-Sun)"|"None"|"NEW"|"NEW"
