"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"The Desi Kitchen"|"200"|"Salad,Biryani,Chinese,Healthy Food,Fast Food,Hyderabadi,North Indian,Afghan"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/the-desi-kitchen-lashkar/info"|"12"|"none"|"11am to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Shree Ram Sweets And Snacks"|"400"|"Bakery,North Indian"|"Gwalior"|"City Center"|"https://www.zomato.com/gwalior/shree-ram-sweets-and-snacks-1-city-center/info"|"12"|"Bakery"|"11am to 10pm(Mon-Sun)"|"Average"|"3.3"|"8"
"Sat Sahib Fast Food Restaurant"|"100"|"Fast Food"|"Gwalior"|"Deen Dayal Nagar"|"https://www.zomato.com/gwalior/sat-sahib-fast-food-restaurant-deen-dayal-nagar/info"|"12"|"Quick Bites"|"12noon to 10pm(Mon-Sun)"|"Average"|"3.1"|"5"
"Atithi Inn"|"800"|"North Indian,Chinese"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/atithi-inn-lashkar/info"|"12"|"Casual Dining"|"745am to 10pm(Mon-Sun)"|"Average"|"3.3"|"17"
"Avadh Foods"|"100"|"Lucknowi,Fast Food"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/avadh-foods-lashkar/info"|"12"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"Average"|"3.3"|"10"
"Hemu Ji - Sandwich Express"|"200"|"Fast Food"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/hemu-ji-sandwich-express-lashkar/info"|"12"|"Quick Bites"|"12noon to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Gadnayak Sweets"|"150"|"Street Food,Mithai"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/gadnayak-sweets-lashkar/info"|"12"|"Quick Bites"|"(Mon-Sun)"|"Average"|"2.6"|"20"
"The Treat Point"|"200"|"North Indian,Fast Food"|"Gwalior"|"Deen Dayal Nagar"|"https://www.zomato.com/gwalior/the-treat-point-deen-dayal-nagar/info"|"12"|"Quick Bites"|"11am to 10pm(Mon-Sun)"|"Good"|"3.5"|"14"
"Dada Ji Burger and Pizza Point"|"200"|"Fast Food"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/dada-ji-burger-and-pizza-point-lashkar/info"|"12"|"none"|"2pm to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"King Ankal Chinese Stall"|"250"|"Chinese"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/king-ankal-chinese-stall-lashkar/info"|"12"|"Quick Bites"|"4pm to 10pm(Mon-Sun)"|"Average"|"3.1"|"5"
"Friends Bakers"|"100"|"Bakery"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/friends-bakers-lashkar/info"|"12"|"Bakery"|"12noon to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"The Bullet Cafe"|"400"|"Fast Food,Chinese,South Indian,Sandwich,Beverages"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/the-bullet-cafe-lashkar/info"|"12"|"Café"|"12noon to 10pm(Mon-Sun)"|"Average"|"3.1"|"9"
"Makhija Enterprises"|"60"|"North Indian"|"Gwalior"|"Lashkar"|"https://www.zomato.com/gwalior/makhija-enterprises-lashkar/info"|"12"|"Quick Bites"|"8am to 9pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"OLF STORE"|"250"|"North Indian"|"Gwalior"|"Thatipur"|"https://www.zomato.com/gwalior/olf-store-2-thatipur/info"|"12"|"Quick Bites"|"11am to 11pm(Mon,Tue,Wed,Sat,Sun),1030am to ..."|"Good"|"3.6"|"43"
"Aashirvaad Restaurant"|"150"|"North Indian,South Indian"|"Gwalior"|"Morar"|"https://www.zomato.com/gwalior/aashirvaad-restaurant-morar/info"|"12"|"Quick Bites"|"11am to 930pm(Mon-Sun)"|"Average"|"3.1"|"4"
