"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Aarna's Kitchen"|"300"|"North Indian"|"Udaipur"|"Subhash Nagar"|"https://www.zomato.com/udaipur/aarnas-kitchen-subhash-nagar/info"|"12"|"Casual Dining"|"11am to 10pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Chhappan Bhog"|"600"|"North Indian,Chinese,Street Food,South Indian"|"Udaipur"|"Fatehpura"|"https://www.zomato.com/udaipur/chhappan-bhog-fatehpura/info"|"12"|"Casual Dining"|"8am to 11pm(Mon-Sun)"|"Poor"|"2.4"|"63"
"Ice & Spice"|"350"|"Fast Food"|"Udaipur"|"Rkay Mall"|"https://www.zomato.com/udaipur/ice-spice-panchwati/info"|"12"|"Kiosk"|"11am to 1030pm(Mon-Sun)"|"Very Good"|"4.0"|"45"
"D'Irani cafe"|"300"|"Fast Food,Tea"|"Udaipur"|"Chandpole"|"https://www.zomato.com/udaipur/dirani-cafe-chandpole/info"|"12"|"Quick Bites"|"(Mon-Sun)"|"Average"|"3.3"|"14"
"GoodDO - The Vegan Kiosk"|"250"|"Healthy Food"|"Udaipur"|"Shobhagpura"|"https://www.zomato.com/udaipur/gooddo-the-vegan-kiosk-shobhagpura/info"|"12"|"Kiosk"|"5pm to 10pm(Mon-Sun)"|"Good"|"3.5"|"15"
"The Celebration Bakery"|"500"|"Bakery"|"Udaipur"|"City Centre"|"https://www.zomato.com/udaipur/the-celebration-bakery-city-centre/info"|"12"|"Bakery"|"9am to 10pm(Mon-Sun)"|"Average"|"2.9"|"22"
"Sunrise Bakery"|"400"|"Bakery,Fast Food"|"Udaipur"|"City Centre"|"https://www.zomato.com/udaipur/sunrise-bakery-city-centre/info"|"12"|"Bakery"|"9am to 1015pm(Mon-Sun)"|"Average"|"3.4"|"7"
"Sigdi Chai"|"200"|"Cafe"|"Udaipur"|"Shobhagpura"|"https://www.zomato.com/udaipur/sigdi-chai-1-shobhagpura/info"|"12"|"Kiosk"|"(Mon-Sun)"|"None"|"NEW"|"NEW"
"Baskin Robbins"|"300"|"Ice Cream"|"Udaipur"|"Celebration Mall"|"https://www.zomato.com/udaipur/baskin-robbins-bhuwana/info"|"12"|"Dessert Parlor"|"11am to 10pm(Mon-Sun)"|"Average"|"3.4"|"17"
"Mat-aam Babji(Speciality Arabic Food)"|"300"|"Arabian"|"Udaipur"|"Chandpole"|"https://www.zomato.com/udaipur/mat-aam-babji-speciality-arabic-food-chandpole/info"|"12"|"none"|"4pm to 10pm(Mon-Sun)"|"Average"|"3.4"|"15"
"Jumbo Vada Pao"|"150"|"Street Food"|"Udaipur"|"Ganesh Nagar"|"https://www.zomato.com/udaipur/jumbo-vada-pao-ganesh-nagar/info"|"12"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"Average"|"3.4"|"13"
"Flames Restro & Bar - Raghu Mahal Hotel"|"1000"|"North Indian,Chinese,Continental"|"Udaipur"|"Pratap Nagar"|"https://www.zomato.com/udaipur/flames-restro-bar-raghu-mahal-hotel-pratap-nagar/info"|"12"|"Casual Dining"|"1130am to 1030pm(Mon-Sun)"|"Good"|"3.8"|"53"
"Shreenath Restaurant"|"250"|"South Indian"|"Udaipur"|"Pahada"|"https://www.zomato.com/udaipur/shreenath-restaurant-pahada/info"|"12"|"Casual Dining"|"(Mon-Sun)"|"None"|"NEW"|"NEW"
"Cafe Anjel"|"300"|"Cafe"|"Udaipur"|"Hiran Magri"|"https://www.zomato.com/udaipur/cafe-anjel-hiran-magri/info"|"12"|"Café"|"10am to 10pm(Mon-Sun)"|"Average"|"2.9"|"18"
"Dawat"|"400"|"North Indian"|"Udaipur"|"Panchwati"|"https://www.zomato.com/udaipur/dawat-panchwati/info"|"12"|"Food Truck"|"5pm to 10pm(Mon-Sun)"|"Average"|"3.1"|"5"
