"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"St Anthony Resto Bar"|"700"|"North Indian,Chinese,Continental,Seafood"|"Goa"|"Calangute"|"https://www.zomato.com/goa/st-anthony-resto-bar-calangute/info"|"8"|"Casual Dining"|"7am to 11pm(Mon-Sun)"|"Average"|"2.5"|"106"
"Zakis Biryani"|"600"|"Biryani,Mughlai"|"Goa"|"Panaji"|"https://www.zomato.com/goa/zakis-biryani-panaji/info"|"8"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Good"|"3.5"|"106"
"Portofino"|"800"|"Chinese,Seafood,Goan,North Indian"|"Goa"|"Colva"|"https://www.zomato.com/goa/portofino-colva/info"|"8"|"Casual Dining"|"12noon to 3pm,645pm to 11pm(Mon-Sun)"|"Good"|"3.8"|"82"
"Cafe Choco Craze"|"400"|"Fast Food"|"Goa"|"Margao"|"https://www.zomato.com/goa/cafe-choco-craze-1-margao/info"|"8"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.4"|"50"
"Udupi Anand Sagar"|"400"|"North Indian,South Indian,Chinese"|"Goa"|"Calangute"|"https://www.zomato.com/goa/udupi-anand-sagar-calangute/info"|"8"|"Casual Dining"|"8am to 11pm(Mon-Sun)"|"Good"|"3.7"|"96"
"Food Junction"|"250"|"North Indian,Goan"|"Goa"|"Vasco"|"https://www.zomato.com/goa/food-junction-vasco/info"|"8"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Al Akbar"|"400"|"North Indian,Mughlai"|"Goa"|"Margao"|"https://www.zomato.com/goa/al-akbar-1-margao/info"|"8"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Good"|"3.7"|"65"
"Antojitos"|"600"|"Street Food,American,Mexican"|"Goa"|"Panaji"|"https://www.zomato.com/antojitos-food-truck/info"|"8"|"Food Truck"|"530pm to 10pm(Mon-Sun)"|"Very Good"|"4.0"|"78"
"Workshop Restaurant"|"700"|"Biryani,Goan,Seafood"|"Goa"|"Penha de Franca"|"https://www.zomato.com/goa/workshop-restaurant-penha-de-franca/info"|"8"|"Quick Bites"|"Closed(Mon),12noon to 230pm,7pm to 11pm(Tue-Sun)"|"Good"|"3.9"|"53"
"The Chikoo Tree Project"|"1000"|"Modern Indian"|"Goa"|"Margao"|"https://www.zomato.com/goa/the-chikoo-tree-project-margao/info"|"8"|"Casual Dining"|"Closed(Mon),10am to 10pm(Tue-Sun)"|"Good"|"3.9"|"64"
"MFC Royal Inn Family Restaurant"|"400"|"North Indian,Chinese"|"Goa"|"Panaji"|"https://www.zomato.com/goa/mfc-royal-inn-family-restaurant-panaji/info"|"8"|"Quick Bites"|"12noon to 10pm(Mon-Sun)"|"Average"|"3.4"|"34"
"The Belgian Waffle Co"|"250"|"Desserts,Beverages"|"Goa"|"Panaji"|"https://www.zomato.com/goa/the-belgian-waffle-co-panaji/info"|"8"|"Dessert Parlor"|"1030am to 12midnight(Mon-Sun)"|"Good"|"3.8"|"74"
"17th Avenue Cafe"|"250"|"Cafe"|"Goa"|"Colva"|"https://www.zomato.com/goa/17th-avenue-cafe-colva/info"|"8"|"Café"|"9am to 9pm(Mon-Sun)"|"Average"|"3.4"|"54"
"Nandan"|"600"|"North Indian,South Indian"|"Goa"|"Panaji"|"https://www.zomato.com/goa/nandan-panaji/info"|"8"|"Casual Dining"|"730am to 11pm(Mon-Sun)"|"Good"|"3.8"|"61"
"China Gate"|"700"|"Seafood,North Indian,Goan,Chinese"|"Goa"|"Margao"|"https://www.zomato.com/goa/china-gate-margao/info"|"8"|"Casual Dining"|"12noon to 3pm,7pm to 11pm(Mon-Sun)"|"Good"|"3.7"|"75"
