"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Bult Cafe"|"200"|"North Indian"|"Jabalpur"|"Hathital"|"https://www.zomato.com/jabalpur/bult-cafe-hathital/info"|"22"|"Quick Bites"|"12noon to 1030pm(Mon-Sun)"|"Average"|"3.2"|"4"
"Banarsi Restaurant"|"300"|"North Indian"|"Jabalpur"|"Napier Town"|"https://www.zomato.com/jabalpur/banarsi-restaurant-napier-town/info"|"22"|"Casual Dining"|"12noon to 1030pm(Mon-Sun)"|"Not rated"|"-"|"-"
"9 Flavours Restro Lounge"|"400"|"North Indian"|"Jabalpur"|"Wright Town"|"https://www.zomato.com/jabalpur/9-flavours-restro-lounge-wright-town/info"|"22"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Machan Family Dhaba"|"750"|"North Indian,Mughlai"|"Jabalpur"|"Dhanvantari Nagar"|"https://www.zomato.com/jabalpur/machan-family-dhaba-dhanvantari-nagar/info"|"22"|"Casual Dining"|"8am to 11pm(Mon-Sun)"|"Average"|"3.4"|"13"
"Kasturi Restaurant"|"200"|"North Indian"|"Jabalpur"|"Vijay Nagar"|"https://www.zomato.com/jabalpur/kasturi-restaurant-vijay-nagar/info"|"22"|"none"|"11am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Hira Sweets"|"200"|"Mithai"|"Jabalpur"|"Rampur"|"https://www.zomato.com/jabalpur/hira-sweets-rampur/info"|"22"|"Sweet Shop"|"9am to 1030pm(Mon-Sun)"|"Average"|"3.2"|"7"
"Sonali Sweets"|"400"|"Mithai,Fast Food"|"Jabalpur"|"Khamaria"|"https://www.zomato.com/jabalpur/sonali-sweets-khamaria/info"|"22"|"Sweet Shop"|"7am to 1030pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Highway Dining Restaurant"|"500"|"North Indian"|"Jabalpur"|"Shakti Nagar"|"https://www.zomato.com/jabalpur/highway-dining-restaurant-shakti-nagar/info"|"22"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"3.1"|"9"
"Foodies Point"|"500"|"Fast Food,Chinese"|"Jabalpur"|"Rampur"|"https://www.zomato.com/jabalpur/foodies-point-rampur/info"|"22"|"Quick Bites"|"11am to 1030pm(Mon-Sun)"|"Average"|"3.0"|"6"
"Gurung Chinese Center"|"200"|"North Indian,Fast Food"|"Jabalpur"|"Khamaria"|"https://www.zomato.com/jabalpur/gurung-chinese-center-khamaria/info"|"22"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Lavender Real Milkshake"|"200"|"Beverages"|"Jabalpur"|"Cantt"|"https://www.zomato.com/jabalpur/lavender-real-milkshake-cantt/info"|"22"|"Beverage Shop"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"9"
"Rajasthan Mishthan Bhandar"|"200"|"Mithai,Street Food"|"Jabalpur"|"Shakti Nagar"|"https://www.zomato.com/jabalpur/rajasthan-mishthan-bhandar-shakti-nagar/info"|"22"|"Sweet Shop"|"730am to 1030pm(Mon-Sun)"|"Good"|"3.5"|"13"
"Heritage by Hotel Datt Residency"|"600"|"North Indian,Chinese,Continental"|"Jabalpur"|"Civil Lines"|"https://www.zomato.com/jabalpur/heritage-by-hotel-datt-residency-civil-lines/info"|"22"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"9"
"Food Planet"|"300"|"Fast Food"|"Jabalpur"|"Ganjipura"|"https://www.zomato.com/jabalpur/food-planet-ganjipura/info"|"22"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"2.8"|"10"
"King's Food"|"250"|"North Indian"|"Jabalpur"|"Cantt"|"https://www.zomato.com/jabalpur/kings-food-cantt/info"|"22"|"none"|"1pm to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
