"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Miyan Ji Food Junction"|"350"|"Street Food,North Indian"|"Ludhiana"|"Industrial Area"|"https://www.zomato.com/ludhiana/miyan-ji-food-junction-industrial-area/info"|"34"|"Quick Bites"|"8am to 1030pm(Mon-Sun)"|"Average"|"2.9"|"6"
"Food Point"|"150"|"Street Food"|"Ludhiana"|"Jawahar Nagar"|"https://www.zomato.com/ludhiana/food-point-1-jawahar-nagar/info"|"34"|"Quick Bites"|"10am to 9pm(Mon-Sun)"|"Not rated"|"-"|"-"
"The Sardars"|"200"|"Chinese,Beverages"|"Ludhiana"|"Dugri"|"https://www.zomato.com/ludhiana/the-sardars-1-dugri/info"|"34"|"Kiosk"|"7am to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"House of Candy"|"300"|"Desserts"|"Ludhiana"|"MBD Neopolis Mall-- Rajguru Nagar"|"https://www.zomato.com/ludhiana/house-of-candy-rajguru-nagar/info"|"34"|"Kiosk"|"12noon to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Charan Chicken Corner"|"300"|"North Indian"|"Ludhiana"|"Ludhiana Junction"|"https://www.zomato.com/ludhiana/charan-chicken-corner-ludhiana-junction/info"|"34"|"Quick Bites"|"10am to 1pm(Mon-Sun)"|"Average"|"2.7"|"5"
"Scoopy Smiles Ice Cream Studio"|"300"|"Ice Cream"|"Ludhiana"|"Industrial Area"|"https://www.zomato.com/ludhiana/scoopy-smiles-ice-cream-studio-industrial-area/info"|"34"|"Dessert Parlor"|"1030am to 830pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Pick And Eat"|"200"|"Chinese,North Indian"|"Ludhiana"|"Pakhowal Road"|"https://www.zomato.com/ludhiana/pick-and-eat-pakhowal-road/info"|"34"|"none"|"10am to 930pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Crisp En Crunch"|"250"|"Fast Food,Chinese"|"Ludhiana"|"Dugri"|"https://www.zomato.com/ludhiana/crisp-en-crunch-dugri/info"|"34"|"Quick Bites"|"12noon to 1030pm(Mon-Sun)"|"Average"|"2.8"|"5"
"Guru Kirpa Tiffin Service"|"300"|"North Indian,South Indian"|"Ludhiana"|"PAU"|"https://www.zomato.com/ludhiana/guru-kirpa-tiffin-service-1-pau/info"|"34"|"none"|"830am to 10pm(Mon-Sun)"|"Average"|"2.9"|"4"
"Corns N Cups"|"200"|"Street Food,Ice Cream"|"Ludhiana"|"Dugri"|"https://www.zomato.com/ludhiana/corns-n-cups-dugri/info"|"34"|"Quick Bites"|"6pm to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Broadway Bites"|"600"|"North Indian,Fast Food"|"Ludhiana"|"Dugri"|"https://www.zomato.com/ludhiana/broadway-bites-1-dugri/info"|"34"|"Quick Bites"|"11am to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Sab Kuch"|"400"|"North Indian,Chinese"|"Ludhiana"|"Dugri"|"https://www.zomato.com/ludhiana/sab-kuch-dugri/info"|"34"|"Quick Bites"|"10am to 830pm(Mon-Sun)"|"Average"|"2.8"|"5"
"Janhit Food Corner"|"200"|"Fast Food"|"Ludhiana"|"Samrala Chowk"|"https://www.zomato.com/ludhiana/janhit-food-corner-samrala-chowk/info"|"34"|"Quick Bites"|"1pm to 10pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Stem Chicken Corner"|"200"|"Kebab,North Indian"|"Ludhiana"|"Model Town"|"https://www.zomato.com/ludhiana/stem-chicken-corner-model-town/info"|"34"|"Quick Bites"|"10am to 1030pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Sardar- A Pure Meat Shop"|"250"|"Raw Meats,Finger Food"|"Ludhiana"|"Dugri"|"https://www.zomato.com/ludhiana/sardar-a-pure-meat-shop-1-dugri/info"|"34"|"Meat Shop"|"1030am to 10pm(Mon-Sun)"|"Average"|"2.9"|"4"
