"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Mahadev Hotel Tandoor Dhaba"|"400"|"North Indian,Rajasthani"|"Jaipur"|"Mansarovar"|"https://www.zomato.com/jaipur/mahadev-hotel-tandoor-dhaba-mansarovar/info"|"2"|"Quick Bites"|"1030am to 1130pm(Mon-Sun)"|"Good"|"3.8"|"2877"
"Sethi Tikka Kabab Curry"|"600"|"North Indian,Chinese,Mughlai"|"Jaipur"|"Gold Souk Building-- Malviya Nagar"|"https://www.zomato.com/jaipur/sethi-tikka-kabab-curry-1-malviya-nagar/info"|"2"|"Quick Bites"|"11am to 12midnight(Mon-Sun)"|"Very Good"|"4.1"|"1236"
"So Hi Kebabs & Curries Company"|"1200"|"North Indian,Chinese"|"Jaipur"|"Tonk Road"|"https://www.zomato.com/jaipur/so-hi-kebabs-curries-company-tonk-road/info"|"2"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Very Good"|"4.3"|"946"
"Love Over Coffee"|"450"|"Cafe"|"Jaipur"|"Tonk Road"|"https://www.zomato.com/jaipur/love-over-coffee-6-tonk-road/info"|"2"|"Café"|"10am to 4am(Mon-Sun)"|"Very Good"|"4.3"|"477"
"Domino's Pizza"|"700"|"Pizza,Fast Food"|"Jaipur"|"Vidhyadhar Nagar"|"https://www.zomato.com/jaipur/dominos-pizza-vidhyadhar-nagar/info"|"2"|"Quick Bites"|"11am to 12midnight(Mon-Sun)"|"Good"|"3.6"|"1667"
"TeaQuila - A Fashion Cafe"|"800"|"Continental,Italian"|"Jaipur"|"Malviya Nagar"|"https://www.zomato.com/jaipur/teaquila-a-fashion-cafe-1-malviya-nagar/info"|"2"|"Café"|"8am to 3am(Mon-Sun)"|"Good"|"3.9"|"747"
"Beerlicious"|"1500"|"Finger Food,European,Mexican,Chinese"|"Jaipur"|"Malviya Nagar"|"https://www.zomato.com/jaipur/beerlicious-malviya-nagar/info"|"2"|"Bar"|"12noon to 12midnight(Mon-Sun)"|"Very Good"|"4.1"|"887"
"Zolocrust - Hotel Clarks Amer"|"2500"|"Italian,Continental,Bakery"|"Jaipur"|"Hotel Clarks Amer-- Malviya Nagar"|"https://www.zomato.com/jaipur/zolocrust-hotel-clarks-amer-malviya-nagar/info"|"2"|"Fine Dining"|"24"|"Excellent"|"4.9"|"1127"
"Hanuman Dhaba"|"350"|"North Indian"|"Jaipur"|"Sikar Road"|"https://www.zomato.com/jaipur/hanuman-dhaba-sikar-road/info"|"2"|"Dhaba"|"10am to 12midnight(Mon-Sun)"|"Good"|"3.8"|"731"
"Kake Di Hatti"|"550"|"South Indian,Chinese,North Indian"|"Jaipur"|"Mansarovar"|"https://www.zomato.com/jaipur/kake-di-hatti-mansarovar/info"|"2"|"Casual Dining"|"10am to 2am(Mon-Sun)"|"Good"|"3.6"|"1160"
"Molly Moo"|"100"|"Desserts,Ice Cream"|"Jaipur"|"C Scheme"|"https://www.zomato.com/jaipur/molly-moo-c-scheme/info"|"2"|"Dessert Parlor"|"11am to 12midnight(Mon-Sun)"|"Excellent"|"4.6"|"701"
"Tuk Tuk"|"500"|"North Indian,South Indian,Chinese,Continental"|"Jaipur"|"Chitrakoot"|"https://www.zomato.com/jaipur/tuk-tuk-chitrakoot/info"|"2"|"Quick Bites"|"11am to 1am(Mon,Sun),11am to 1230AM(Tue-Sat)"|"Average"|"3.3"|"1016"
"Jal Mahal Ice Cream Parlour"|"200"|"Desserts,Beverages,Ice Cream"|"Jaipur"|"MI Road"|"https://www.zomato.com/jaipur/jal-mahal-ice-cream-parlour-mi-road/info"|"2"|"Dessert Parlor"|"1030am to 12midnight(Mon-Sun)"|"Very Good"|"4.3"|"692"
"Meal On Demand"|"400"|"North Indian,Chinese"|"Jaipur"|"Malviya Nagar"|"https://www.zomato.com/jaipur/meal-on-demand-4-malviya-nagar/info"|"2"|"none"|"24"|"Average"|"3.4"|"910"
"Nothing Before Coffee"|"350"|"Cafe"|"Jaipur"|"Tonk Road"|"https://www.zomato.com/jaipur/nothing-before-coffee-tonk-road/info"|"2"|"Café"|"10am to 1130pm(Mon-Sun)"|"Very Good"|"4.3"|"446"
