"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Yellow Peas"|"300"|"Gujarati,Street Food,Beverages"|"Surat"|"Mota Varachha"|"https://www.zomato.com/surat/yellow-peas-mota-varachha/info"|"23"|"Quick Bites"|"630am to 8pm(Mon-Sun)"|"Average"|"3.4"|"12"
"Dairy World"|"200"|"Beverages,Desserts"|"Surat"|"Haripura"|"https://www.zomato.com/surat/dairy-world-haripura/info"|"23"|"Quick Bites"|"7am to 9pm(Mon-Sun)"|"Average"|"3.2"|"9"
"Dharti Sweets & Namkeen"|"300"|"Mithai,Fast Food"|"Surat"|"Udhna Gam"|"https://www.zomato.com/surat/dharti-sweets-namkeen-1-udhna-gam/info"|"23"|"Sweet Shop"|"11am to 9pm(Mon-Sun)"|"Average"|"3.0"|"6"
"Rammadhi Khaman House"|"100"|"Mithai,Street Food"|"Surat"|"Nanpura"|"https://www.zomato.com/surat/rammadhi-khaman-house-nanpura/info"|"23"|"Sweet Shop"|"8am to 1pm,5pm to 8pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Hari Om Dabeli Vada Pav & Fast Food"|"150"|"Fast Food,Street Food"|"Surat"|"Katargam"|"https://www.zomato.com/surat/hari-om-dabeli-vada-pav-fast-food-katargam/info"|"23"|"Quick Bites"|"12noon to 10pm(Mon-Sun)"|"Average"|"3.4"|"4"
"Jayjeet Khaman House"|"250"|"North Indian"|"Surat"|"Athwa"|"https://www.zomato.com/surat/jayjeet-khaman-house-athwa/info"|"23"|"Quick Bites"|"8am to 8pm(Mon-Sat),8am to 130pm(Sun)"|"Average"|"2.7"|"7"
"Jain Food"|"200"|"North Indian,Rajasthani"|"Surat"|"Udhna Gam"|"https://www.zomato.com/surat/jain-food-udhna-gam/info"|"23"|"Casual Dining"|"11am to 930pm(Mon-Sun)"|"Average"|"3.2"|"19"
"Umrao's Cakes n Bakes"|"300"|"Bakery,Desserts"|"Surat"|"Athwa"|"https://www.zomato.com/surat/umraos-cakes-n-bakes-2-athwa/info"|"23"|"Bakery"|"930am to 130pm,4pm to 930pm(Mon-Sat),930am..."|"Good"|"3.5"|"22"
"Sizzling Culture"|"550"|"Chinese,Fast Food"|"Surat"|"Adajan Gam"|"https://www.zomato.com/surat/sizzling-culture-adajan-gam/info"|"23"|"Quick Bites"|"103am to 1130pm(Mon),10am to 1130pm(Tue-Sun)"|"Average"|"3.4"|"77"
"Shree Khodiyar Kathiyawadi Dhaba"|"350"|"Gujarati,North Indian,Desserts,Beverages"|"Surat"|"Dindoli"|"https://www.zomato.com/surat/shree-khodiyar-kathiyawadi-dhaba-dindoli/info"|"23"|"Quick Bites"|"11am to 10pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Italiano"|"900"|"Italian"|"Surat"|"Athwa"|"https://www.zomato.com/surat/italiano-athwa/info"|"23"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"92"
"Frootreet"|"200"|"Ice Cream,Desserts"|"Surat"|"New Textile Market"|"https://www.zomato.com/surat/frootreet-1-new-textile-market/info"|"23"|"Dessert Parlor"|"1230pm to 10pm(Mon-Sun)"|"Average"|"3.2"|"11"
"Somnath Restaurant"|"150"|"Gujarati"|"Surat"|"Varaccha"|"https://www.zomato.com/surat/somnath-restaurant-1-varaccha/info"|"23"|"Quick Bites"|"8am to 930am,1130am to 230pm,645pm to 10pm..."|"None"|"NEW"|"NEW"
"Navyug Khaman"|"250"|"Fast Food"|"Surat"|"Katargam"|"https://www.zomato.com/surat/navyug-khaman-katargam/info"|"23"|"none"|"8am to 8pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"A One Cold Coco and Juice Corner"|"150"|"Beverages,Desserts"|"Surat"|"Piplod"|"https://www.zomato.com/surat/a-one-cold-coco-and-juice-corner-piplod/info"|"23"|"Quick Bites"|"2pm to 11pm(Mon-Sun)"|"Good"|"3.7"|"75"
