"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Punjabi Dhaba"|"250"|"North Indian"|"Agra"|"Tajganj"|"https://www.zomato.com/agra/punjabi-dhaba-tajganj/info"|"59"|"Quick Bites"|"10am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Hungry Birds"|"250"|"North Indian"|"Agra"|"Tajganj"|"https://www.zomato.com/agra/hungry-birds-2-tajganj/info"|"59"|"Quick Bites"|"12noon to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Pizzeria"|"200"|"Fast Food"|"Agra"|"Kamla Nagar"|"https://www.zomato.com/agra/pizzeria-1-kamla-nagar/info"|"59"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Jain Fast Food"|"200"|"South Indian,Fast Food"|"Agra"|"Kamla Nagar"|"https://www.zomato.com/agra/jain-fast-food-kamla-nagar/info"|"59"|"Quick Bites"|"1pm to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Fitoor"|"300"|"North Indian"|"Agra"|"Tajganj"|"https://www.zomato.com/agra/fitoor-tajganj/info"|"59"|"Quick Bites"|"7am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Tapasya Restaurant"|"250"|"North Indian"|"Agra"|"Trans Yamuna"|"https://www.zomato.com/agra/tapasya-restaurant-trans-yamuna/info"|"59"|"Quick Bites"|"8am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"The Turban Master Chef Street Food"|"200"|"Fast Food,Street Food"|"Agra"|"Agra Cantt"|"https://www.zomato.com/agra/the-turban-master-chef-street-food-agra-cantt/info"|"59"|"Quick Bites"|"2pm to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Mugal Rasoi"|"200"|"Fast Food"|"Agra"|"Agra Cantt"|"https://www.zomato.com/agra/mugal-rasoi-agra-cantt/info"|"59"|"Quick Bites"|"1pm to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Mehfil Restaurant"|"600"|"North Indian,Chinese,Continental"|"Agra"|"Tajganj"|"https://www.zomato.com/agra/mehfil-restaurant-1-tajganj/info"|"59"|"Casual Dining"|"6am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"THE CLOVE"|"600"|"North Indian,Chinese,Biryani"|"Agra"|"Tajganj"|"https://www.zomato.com/agra/the-clove-tajganj/info"|"59"|"Casual Dining"|"10am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Periwinkle Multicuisine Restaurant"|"900"|"North Indian,Continental,Chinese"|"Agra"|"Tajganj"|"https://www.zomato.com/agra/periwinkle-multicuisine-restaurant-tajganj/info"|"59"|"Casual Dining"|"7am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Super Hemant Petha Store Sweets And Namkeen"|"300"|"Mithai"|"Agra"|"Arjun Nagar"|"https://www.zomato.com/agra/super-hemant-petha-store-sweets-and-namkeen-arjun-nagar/info"|"59"|"Sweet Shop"|"8am to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
"Hotel Taj Prince"|"500"|"North Indian,Chinese"|"Agra"|"Tajganj"|"https://www.zomato.com/agra/hotel-taj-prince-tajganj/info"|"59"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Flower of Heaven"|"400"|"North Indian,South Indian"|"Agra"|"Tajganj"|"https://www.zomato.com/agra/flower-of-heaven-tajganj/info"|"59"|"Quick Bites"|"8am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Peshwa Family Restaurant"|"600"|"North Indian"|"Agra"|"Tajganj"|"https://www.zomato.com/agra/peshwa-family-restaurant-1-tajganj/info"|"59"|"Casual Dining"|"6pm to 11pm(Mon-Sun)"|"None"|"NEW"|"NEW"
